dwd_dsc_d365_contract_df.id,dwd_dsc_d365_contract_df.sfdhl_contract_customerlegalentity,dwd_dsc_d365_contract_df.sfdhl_scope_text,dwd_dsc_d365_contract_df.sfdhl_contract_term,dwd_dsc_d365_contract_df.sfdhl_contract_contracttype,dwd_dsc_d365_contract_df.sfdhl_contract_startdate,dwd_dsc_d365_contract_df.sfdhl_contract_nextendbreakdate,dwd_dsc_d365_contract_df.sfdhl_contract_countryareaname,dwd_dsc_d365_contract_df.sfdhl_contract_additionallocations,dwd_dsc_d365_contract_df.sfdhl_legal_contactname,dwd_dsc_d365_contract_df.sfdhl_finance_managername,dwd_dsc_d365_contract_df.sfdhl_operation_managername,dwd_dsc_d365_contract_df.sfdhl_contract_costcenter,dwd_dsc_d365_contract_df.sfdhl_other_deviations_from_commercialexpect,dwd_dsc_d365_contract_df.sfdhl_contract_anyliquidateddamagespenalty,dwd_dsc_d365_contract_df.sfdhl_contract_liabilitycap,dwd_dsc_d365_contract_df.sfdhl_contraact_earlyterminationresourceinvest,dwd_dsc_d365_contract_df.sfdhl_contract_contracttermrelated,dwd_dsc_d365_contract_df.sfdhl_contract_sfdscnoticeperioddays,dwd_dsc_d365_contract_df.sfdhl_contract_anyauditrightsfdsc,dwd_dsc_d365_contract_df.sfdhl_contract_diectlossotherthancaliabilitycap,dwd_dsc_d365_contract_df.sfdhl_contract_earlytermination,dwd_dsc_d365_contract_df.sfdhl_contract_anyreimbursementfromthecustomer,dwd_dsc_d365_contract_df.createdon,dwd_dsc_d365_contract_df.modifiedon
1. 赔偿计价基础：货物损失赔偿的计价基础为“货物清单（销售价）”或者“当甲方无法提供货物清单时，甲乙双方同意按照RMB3000元/箱的标准对其价值进行认定”；其中“销售价”包含了客户的销售利润，而销售利润属于“间接损失”，由SF DSC承担不合理；而“RMB3000元/箱”无任何支持文件，在将来处理索赔的时候可能会引起不必要的纠纷。,,,,,,,,,,,,,,,,,,,,,,,,
2. 保险要求：“乙方应自担费用针对本合同期限内因不可抗力因素造成的甲方货损（包含货物丢失、破损、污损等）购买相应的保险，并在该等货损事件发生后自行向其投保的保险公司进行理赔”，即SF DSC须自费对货物安排货物运输保险。,,,,,,,,,,,,,,,,,,,,,,,,
3. 理赔要求：“乙方应在收到甲方书面通知后10日按照本合同的约定向甲方做出赔偿”，理赔时限不合理，SF DSC很难做到。,,,,,,,,,,,,,,,,,,,,,,,,
4. 不可保风险：,,,,,,,,,,,,,,,,,,,,,,,,
a) “乙方同意，因不可抗力事件导致甲方的货物发生丢失、破损、污损等情况时，乙方仍按照本合同相关约定对甲方进行赔偿”，而SF DSC的物流责任保险不赔偿不可抗力造成的损失。,,,,,,,,,,,,,,,,,,,,,,,,
b) SF DSC的物流责任保险不赔偿间接损失。,,,,,,,,,,,,,,,,,,,,,,,,
c) SF DSC的物流责任保险不赔偿违约金和/或KPI罚金。,,,,,,,,,,,,,,,,,,,,,,,,
d) SF DSC没有保险可以赔偿违反保密义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
e) SF DSC没有保险可以赔偿违反知识产权义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
f）SF DSC没有保险可以赔偿违反廉洁诚信/反贪污受贿义务的责任。,1. 非因客户原因或不可抗力（不可抗力包括：地震、台风、洪水、战争、暴风雨雪等天气或政府原因导致的道路封闭以及其他不可预见并且对其发生和后果不能合理地防止或避免的不可抗力事件），乙方送货延迟需要承担违约金，迟到<=1小时，扣运费25%；迟到>1小时且<=3小时，扣运费50%；迟到>3小时且<=24小时，扣全部运费；迟到达到5天，不支付运费且违约金50元/箱/天；迟到超过5天，不支付运费且违约金400元/箱/天；,,,,,,,,,,,,,,,,,,,,,,,
2. 如侵犯甲方知识产权的产品，违约金为个别合同项下服务费的3倍（个别合同指单票托运订单）；,,,,,,,,,,,,,,,,,,,,,,,,
3. 乙方如有任何本合同禁止的贿赂行为，应支付100万人民币的违约金；,,,,,,,,,,,,,,,,,,,,,,,,
4. 乙方如违反数据安全及保密条款，应支付100万人民币的违约金；,,,,,,,,,,,,,,,,,,,,,,,,
5. 乙方未能按约定返还、删除数据的，每延期一日，应向甲方支付人民币1万元作为违约金。,,,未经甲方书面同意，乙方不得以任何方式进行使用、亦不得以任何方式为任何第三方提供与甲方享有知识产权的货物相同或近似的货物，否则应按照个别合同项下服务费的3倍的金额向甲方支付违约金，如该等违约金无法弥补甲方损失的，甲方还可向乙方追偿 。 ,SF DSC无权,乙方同意，根据甲方要求，乙方应配合甲方进行信息安全审计或回应甲方的信息安全自查问卷，以便甲方评估乙方的信息安全保护能力，以及对包括保密信息的处理、电子和物理上的安全性以及业务的持续性计划、操作安全性和访问控制等的控制情况进行检查或核验。审计可由甲方内部员工或由甲方自行决定的外部第三方进行。该审计应提前三十（30）天向乙方发出通知，但是，如果该等审计的请求源于个人数据安全违规的紧急事件，则通知期缩短为五（5）个工作日。甲方要求乙方回应审计或安全问卷并开展后续访谈的权利不会减少或影响乙方在本合同项下的义务和责任。 ,在本合同有效期内，乙方在本合同项下承担的赔偿责任累计不超过人民币1500万元，但因乙方故意或重大过失导致的人身损害以及法律另有规定的除外。,,否,2020-09-23T01:53:10.0000000+00:00,2021-11-06T04:59:34Z,,,,,,,,,,,,,,
d22e5638-7301-4b7c-98cd-c3ff92065b47,上海萨依克信息技术有限公司,,12.0,264270000,2020-09-01T00:00:00Z,2021-08-31T00:00:00Z,Mainland China,,Hongjing Liu,Bessie Huang,Rick Gong,,Legal Comments （销售协议）：,,,,,,,,,,,
1. SF DSC作为卖方需留意要承担库存风险，货物质量责任。,,,,,,,,,,,,,,,,,,,,,,,,
2. 合同未约定买方不得变更或撤销采购订单。建议约定。,,,,,,,,,,,,,,,,,,,,,,,,
3. 合同未约定买方提供履约保证金或者出具银行保函。建议约定。,,,,,,,,,,,,,,,,,,,,,,,,
4. 合同未约定SF DSC的赔偿责任限额。建议约定。,,,,,,,,,,,,,,,,,,,,,,,,
Legal Comments（Distribution Agreement）,,,,,,,,,,,,,,,,,,,,,,,,
建议签署SF DSC范本的采购协议，客户版本的Distribution Agreement的特征不适用本业务，分销协议是将SF DSC作为分销商的角色，实际SF DSC是采购方的角色。另需留意：,,,,,,,,,,,,,,,,,,,,,,,,
1. 需取得雷蛇的事先书面授权，SF DSC才可出售产品。,,,,,,,,,,,,,,,,,,,,,,,,
2. SF DSC不可将雷蛇的商标授权给零售商、转销商或再分销商。,,,,,,,,,,,,,,,,,,,,,,,,
3. 雷蛇设置了赔偿责任限额，未约定雷蛇的质保责任。建议做相应的约定。,,,,,,,,,,,,,,,,,,,,,,,,
4. 雷蛇对超过其合理控制范围外的违约事件不承担责任。这条免责范围过宽。,,,,,,,,,,,,,,,,,,,,,,,,
5. 合同未限定SF DSC的损失仅为直接损失，且对SF DSC的赔偿条款约定过于严苛。,,,,,,,,,,,,,,,,,,,,,,,,
6. 雷蛇可提前30日单方面提前终止合同。合同未约定雷蛇单方面提前终止合同的违约责任。,,,,,,,,,,,,,,,,,,,,,,,,
7. 合同约定了适用新加坡法，争议解决方式在新加坡仲裁。建议适用中国法，约定在SF DSC所在地法院诉讼。,,,,,,,,,,,,,,,,,,,,,,,,
Legal Comments（物流服务协议）,,,,,,,,,,,,,,,,,,,,,,,,
1. 赔偿责任,,,,,,,,,,,,,,,,,,,,,,,,
1）如因证明文件未在合同有效期内保持有效等原因发生纠纷或被相关国家主管机关处罚，乙方如给甲方造成损失的，乙方应赔偿其全部有形资产损失；,,,,,,,,,,,,,,,,,,,,,,,,
2）赔偿计价基础请取得风控Sylvan的意见。,,,,,,,,,,,,,,,,,,,,,,,,
2，提前解约及投资补偿,,,,,,,,,,,,,,,,,,,,,,,,
SF DSC无提前解约权利，任一方提前解约需提前60天申请。客户提前解约仅对SF DSC定制租赁仓库及设备的违约赔偿进行补偿。,,,,,,,,,,,,,,,,,,,,,,,,
3. 其他,,,,,,,,,,,,,,,,,,,,,,,,
1）请留意合同有自动续约条款,,,,,,,,,,,,,,,,,,,,,,,,
Legal Comments（交易模式）,,,,,,,,,,,,,,,,,,,,,,,,
存在坏账风险，萨依克未提供履约保证金或履约保函，存在库存风险以及涉及承担产品质量责任。,,,,,,,,,,,,,,,,,,,,,,,,
Legal Comments（退货授权政策）,,,,,,,,,,,,,,,,,,,,,,,,
标准较严格，涉及需SF DSC承担的费用及损失较多。,,,,,,,,,,,,,,,,,,,,,,,,
风控意见：,,,,,,,,,,,,,,,,,,,,,,,,
附件分销协议实则SF DSC为买方，销售协议中SF DSC为卖方，基于此，请查收如下意见：,,,,,,,,,,,,,,,,,,,,,,,,
1.责任与可保风险：,,,,,,,,,,,,,,,,,,,,,,,,
销售协议中要求SF DSC承担产品责任，SF DSC可以对此购销项目涉及的货物购买产品责任保险；,,,,,,,,,,,,,,,,,,,,,,,,
但是对于SF DSC需要承担的产品质量保证责任，应该在分销协议中对Razer提出同样的要求。,,,,,,,,,,,,,,,,,,,,,,,,
2.不可保风险：,,,,,,,,,,,,,,,,,,,,,,,,
a）SF DSC的物流责任保险不赔偿违约金和/或KPI罚金。,,,,,,,,,,,,,,,,,,,,,,,,
b）SF DSC没有保险可以赔偿违反保密义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
c）SF DSC没有保险可以赔偿违反知识产权义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
d）SF DSC没有保险可以赔偿违反廉洁诚信/反贪污受贿义务的责任。,Silent in contract ,,,Silent in contract ,,Silent in contract ,Silent in contract ,,,2020-09-23T08:27:59.0000000+00:00,2021-11-06T04:59:35Z,,,,,,,,,,,,,
4930b513-7a65-429d-ae9d-2ae5c04b0e97,保乐力加（中国）贸易有限公司，保乐力加（中国）酒业有限公司,"Transportation,Warehousing",9.0,264270000,2020-10-01T00:00:00Z,2021-06-30T00:00:00Z,Mainland China,,Hongjing Liu,Bessie Huang,Rick Gong,,Legal Comments：,,,,,,,,,,,
针对补充协议，如新增的业务类型涉及到分包，需事先取得客户的书面同意。,,,,,,,,,,,,,,,,,,,,,,,,
针对原合同意见：,,,,,,,,,,,,,,,,,,,,,,,,
1. 赔偿责任（未约定赔偿计价基础，未排除产品质量责任）,,,,,,,,,,,,,,,,,,,,,,,,
2. 投资补偿（客户可提前三个月通知终止合同，但未约定合同终止或期满时客户会对SF DSC的投入进行补偿）,,,,,,,,,,,,,,,,,,,,,,,,
3. 逾期付款（未约定客户迟延付款的违约金，也未约定SF DSC可因此中止服务）,,,,,,,,,,,,,,,,,,,,,,,,
4. 其他提示：,,,,,,,,,,,,,,,,,,,,,,,,
1）请留意客户善意并有合理理由确认SF DSC确实违反了合同项下的任何承诺或保证，客户则有权立即终止合同。主观色彩过浓。,,,,,,,,,,,,,,,,,,,,,,,,
2）如因SF DSC报关单正的错误而延误客户操作或造成客户被海关或其他机关处罚的，SF DSC需补偿客户的相关罚款。,,,,,,,,,,,,,,,,,,,,,,,,
3）未经客户事先书面同意，SF DSC不得分包。,,,,,,,,,,,,,,,,,,,,,,,,
4）KPI的分数将会触及操作费的扣减，且KPI考核结果触及合同终止条款。,,,,,,,,,,,,,,,,,,,,,,,,
5）合同争议解决方式为仲裁，有一裁终局的局限。,,,,,,,,,,,,,,,,,,,,,,,,
RM Comments：,,,,,,,,,,,,,,,,,,,,,,,,
针对补充协议，没有意见。针对原合同，意见如下：,,,,,,,,,,,,,,,,,,,,,,,,
1.赔偿责任：,,,,,,,,,,,,,,,,,,,,,,,,
"对于报关服务，SF DSC的物流责任保险仅能赔偿客户的直接损失，且最多只能承担到每次事故及累计CNY 10,000,000。",,,,,,,,,,,,,,,,,,,,,,,,
2.计价基础：,,,,,,,,,,,,,,,,,,,,,,,,
合同未明确约定货物损失赔偿的计价基础，所以在将来处理索赔的时候可能会引起不必要的争议。,,,,,,,,,,,,,,,,,,,,,,,,
3.不可保风险：,,,,,,,,,,,,,,,,,,,,,,,,
a) SF DSC的物流责任保险不赔偿违约金和/或KPI罚金。,,,,,,,,,,,,,,,,,,,,,,,,
b) SF DSC没有保险可以赔偿违反保密义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
c) SF DSC没有保险可以赔偿违反廉洁诚信/反贪污受贿义务的责任。,如因乙方报关单正的错误而延误甲方的后续操作或造成甲方被海关、税务或者相关机关处罚，乙方应补偿甲方的相关罚款。,,,合同未提及,3个月,合同未提及,合同未提及,,合同未提及,2020-09-28T07:55:04.0000000+00:00,2021-11-06T04:59:36Z,,,,,,,,,,,,,
43051cd2-1002-eb11-a813-000d3a851174,,,1.0,264270003,2020-09-29T00:00:00Z,2020-10-22T00:00:00Z,Mainland China,,Hongjing Liu,Eva Gao,Pengpeng Liu,,,,,,,,,,,,2020-09-29T05:01:30.0000000+00:00,2021-06-15T09:00:47Z
2f7728b8-1102-eb11-a813-000d3a851174,山东高速信联科技股份有限公司,Transportation,18.0,264270000,2020-06-30T16:00:00Z,2021-12-30T16:00:00Z,Mainland China,,Hongjing Liu,Eva Gao,Pengpeng Liu,,,合同未提及,,未提及 ,合同未提及,未提及,合同未提及,合同未提及,,合同未提及,2020-09-29T05:07:57.0000000+00:00,2021-11-06T04:59:36Z
57101f24-1202-eb11-a813-000d3a851174,北京速通科技有限公司,Transportation,12.0,264270001,2019-08-31T16:00:00Z,2020-08-30T16:00:00Z,Mainland China,,Hongjing Liu,Eva Gao,Pengpeng Liu,,合同未提及,合同未提及,,未提及 ,合同未提及,未提及,合同未提及,不涉及赔偿,,未提及 ,2020-09-29T05:10:59.0000000+00:00,2021-11-06T04:59:37Z
c6d32966-1202-eb11-a813-000d3a851174,,,1.0,264270003,2020-09-29T00:00:00Z,2020-10-27T00:00:00Z,Mainland China,,Stella Sun SY,Eva Gao,Pengpeng Liu,,,,,,,,,,,,2020-09-29T05:12:42.0000000+00:00,2020-12-08T07:45:36Z
03b7cca8-1202-eb11-a813-000d3a851174,,,1.0,264270003,2020-09-29T00:00:00Z,2020-10-27T00:00:00Z,Mainland China,,Hongjing Liu,,,,,,,,,,,,,,2020-09-29T05:14:37.0000000+00:00,2021-06-15T09:00:52Z
ae7b3da2-1c02-eb11-a813-000d3a851174,,,1.0,264270003,2020-09-29T00:00:00Z,2020-10-27T00:00:00Z,Mainland China,,Hongjing Liu,Eva Gao,Pengpeng Liu,,,,,,,,,,,,2020-09-29T06:26:04.0000000+00:00,2021-06-15T09:00:54Z
144d8edb-1d02-eb11-a813-000d3a85408a,,,1.0,264270000,2020-09-29T00:00:00Z,2020-10-27T00:00:00Z,Mainland China,,Hongjing Liu,,,,,,,,,,,,,,2020-09-29T06:34:48.0000000+00:00,2021-06-15T09:00:55Z
c2d2da3b-1e02-eb11-a813-000d3a85408a,国网江苏省电力有限公司营销服务中心,Transportation,12.0,264270000,2021-08-01T00:00:00Z,2022-07-30T16:00:00Z,Mainland China,,Hongjing Liu,Eva Gao,Pengpeng Liu,,法务concerns：,,,,,,,,,,,
续约合同延续原合同的风险：,,,,,,,,,,,,,,,,,,,,,,,,
1、合同未设定赔偿责任限额,,,,,,,,,,,,,,,,,,,,,,,,
2、未排除间接损失。,,,,,,,,,,,,,,,,,,,,,,,,
3、损失赔偿标准：货物损失按甲方所装货物价格计算，由乙方全额承担。货物单价参照其采购中标价格，周转箱损坏乙方需按甲方要求赔偿实物。（非公司期待的不含税成本价）。,,,,,,,,,,,,,,,,,,,,,,,,
风控意见：,,,,,,,,,,,,,,,,,,,,,,,,
一、赔偿责任限额：,,,,,,,,,,,,,,,,,,,,,,,,
"对于运输服务，合同未约定赔偿责任上限，即TS须对货物损失承担全额赔偿责任；基于每次运输货物的最大货值为人民币500,000，TS的物流责任保险可以对货物损失超过免赔额（每次事故CNY 100,000）的部分全额赔偿。",,,,,,,,,,,,,,,,,,,,,,,,
二、赔偿计价基础：,,,,,,,,,,,,,,,,,,,,,,,,
合同未明确约定货物损失赔偿的计价基础，所以在将来处理索赔的时候可能会引起不必要的争议。,,,,,,,,,,,,,,,,,,,,,,,,
三、不可保风险：,,,,,,,,,,,,,,,,,,,,,,,,
a)    TS的物流责任保险不赔偿间接损失。,,,,,,,,,,,,,,,,,,,,,,,,
b)    TS的物流责任保险不赔偿违约金和/或KPI罚金。,,,,,,,,,,,,,,,,,,,,,,,,
c)    TS的保险不赔偿违反保密义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
d)    TS的保险不赔偿违反知识产权义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
,违约金：,,,,,,,,,,,,,,,,,,,,,,,
9.1 乙方不履行本合同义务或履行义务不符合约定的，甲方有权要求乙方承担继续履行、赔偿损失或支付违约金等违约责任。,,,,,,,,,,,,,,,,,,,,,,,,
9.1.1 乙方未按期完成技术服务工作的，每逾期1天，应向甲方支付相当于技术服务报酬 0.5  %的违约金，逾期超过 30  日的，甲方有权单方解除合同。,,,,,,,,,,,,,,,,,,,,,,,,
9.1.2 乙方未按合同约定履行合同义务，经甲方催告仍未纠正的，甲方有权单方解除合同。由于整改纠正造成进度延期交付的视同逾期交付。,,,,,,,,,,,,,,,,,,,,,,,,
9.1.3乙方提供的技术服务不符合本合同约定的验收标准，未通过甲方验收的，乙方应退还甲方已支付的全部款项，并向甲方支付相当于技术服务报酬  10  %的违约金。,,,,,,,,,,,,,,,,,,,,,,,,
9.1.4乙方违反合同约定的保密义务，应承担一切法律责任并向甲方支付相当于技术服务报酬 10  %的违约金。,,,,,,,,,,,,,,,,,,,,,,,,
9.1.5合同因乙方原因解除的，甲方有权停止支付并要求乙方退还甲方已支付的全部款项，且乙方应向甲方支付相当于技术服务报酬 10  %的违约金。,,,,,,,,,,,,,,,,,,,,,,,,
9.1.6乙方因违约需要向甲方支付违约金或赔偿损失的，甲方有权从任何一期合同应付款项中予以扣除。,,,,,,,,,,,,,,,,,,,,,,,,
罚款：,,,,,,,,,,,,,,,,,,,,,,,,
1) 有效投诉率 有效投诉率是指某段时间内客户有效投诉涉及订单数占订单总数的比率。按式（1）计算： 有效投诉率=（有效投诉订单涉及数/订单总数）×100%…………………（1） 有效投诉指因乙方物流服务引起，经查证确属乙方过失的客户投诉。 2）订单按时完成率 订单按时完成率是指某段时间内按时完成客户订单数占订单总数的比率。按式（2）计算： 订单按时完成率=（订单按时完成数/订单总数）×100%…………………（2） 3）货损率 货损率是指某段时间内，货物由于霉变、残损、丢失、短少等原因造成的损失量占总量的比率。按式（3）计算： 货损率=（损失量/总量）×100%…………………………………（3） 4）货差率 货差率是指某段时间内，货物累计差错量占总量的比率。按式（4）计算： 货差率=（差错量/总量）×100%…………………………………（4） 5）订单满足率 订单满足率是指某段时间内满足订单的数占订单总数的比率。按式（5）计算： 订单满足率=（订单满足数/订单总需求数）×100%………………………（5） 6）周转箱返回不合格率 周转箱返回合格率是指某段时间内，返回合格周转箱的数量占总量的比率。按式（6）计算： 周转箱返回不合格率=（发生问题的周转箱数量/返回的总周转箱数量）×100%…（6） 其中发生问题包括周转箱箱内有表计、周转箱污损等。 2、物流配送指标 1）有效投诉率 a、若当月有效投诉率为1%-3%，扣投诉运单运费的20%； b、若当月有效投诉率为3%-10%，除扣投诉运单运费的20%外，另外加扣当月全部运费的3%； c、若有效投诉率连续两月高于10%，将取消承运资格。 2）订单按时完成率 a、若订单按时完成率小于95%，扣延期运单运费20%； b、若当月订单按时完成率小于90%时，除扣延期运单运费20%外，另外加扣当月全部运费的3%； c、若订单按时完成率连续两月低于90%，将取消承运资格。 3）货损率 a、若单车单次货损率为0.05%-0.2%，扣当次运单的运费20%； b、若当月货损率0.2%-1%时，除扣当次运单的运费20%外，另外加扣当月全部运费的3%； c、若货损率连续两月超过1%，将取消承运资格。 4）货差率 a、若货差率0-1%，扣差错部分的全部运费； b、若当月货差率1-2%时，除扣除差错部分全部运费外，另外加扣当月全部运费的3%； c、若货差率连续两月超过2%，将取消承运资格。 5）订单满足率 a、若当月订单满足率小于98%时，扣当月全部运费的3%； b、若订单满足率连续两月低于98%，将取消承运资格。 6）周转箱返回不合格率 a、若当月周转箱返回不合格率0-1%，扣差错部分的全部运费； b、若当月周转箱返回不合格率1-2%时，除扣除差错部分全部运费外，另外加扣当月全部运费的3%； c、若周转箱返回不合格率连续两月超过2%，将取消承运资格。,无,9.2甲方不履行本合同义务或者履行义务不符合约定的，乙方有权要求甲方承担继续履行、支付违约金等违约责任。 9.2.1甲方不提供工作条件或提供的工作条件不符合约定，影响工作进度和质量，承担由此造成的项目延期、费用增加的责任。 9.2.2甲方逾期支付技术服务报酬的，应就逾期部分向乙方支付按照全国银行间同业拆借中心公布的同期贷款市场报价利率计算的逾期付款违约金。 9.2.3甲方无正当理由不接受工作成果的，已支付的报酬不得追回，未支付的报酬应当支付，并向乙方支付相当于技术服务报酬 10 %的违约金；甲方无正当理由逾期接受工作成果的，每逾期1天， 应向乙方支付相当于技术服务报酬 0.5  %的违约金，逾期超过 30 日的，乙方有权单方解除合同。 9.2.4甲方违反合同约定的保密义务，应承担一切法律责任并向乙方支付相当于技术服务报酬 10 %的违约金。,无,未提及,无,未提及,合同未提及,合同未提及,2020-09-29T06:37:33.0000000+00:00,2021-11-06T04:59:38Z,,,,,,,,,,,,,,
