dwd_dsc_d365_opportunity_df.opportunity_number,dwd_dsc_d365_opportunity_df.opportunity_name,dwd_dsc_d365_opportunity_df.account_id,dwd_dsc_d365_opportunity_df.account_name_en,dwd_dsc_d365_opportunity_df.account_name_cn,dwd_dsc_d365_opportunity_df.actual_close_date,dwd_dsc_d365_opportunity_df.annual_average_gross_profit_base,dwd_dsc_d365_opportunity_df.annual_average_gross_profit,dwd_dsc_d365_opportunity_df.annual_average_revenue_base,dwd_dsc_d365_opportunity_df.annual_average_revenue,dwd_dsc_d365_opportunity_df.bca_ref_number,dwd_dsc_d365_opportunity_df.bca_status,dwd_dsc_d365_opportunity_df.bg,dwd_dsc_d365_opportunity_df.commission,dwd_dsc_d365_opportunity_df.contract_end_date,dwd_dsc_d365_opportunity_df.contract_renewal_date,dwd_dsc_d365_opportunity_df.contract_termin_month,dwd_dsc_d365_opportunity_df.contract_term,dwd_dsc_d365_opportunity_df.expected_gain_date,dwd_dsc_d365_opportunity_df.expected_golive_date,dwd_dsc_d365_opportunity_df.gp_prior_year_total,dwd_dsc_d365_opportunity_df.is_proj_mgmt_required,dwd_dsc_d365_opportunity_df.milestone,dwd_dsc_d365_opportunity_df.next_renewal_date,dwd_dsc_d365_opportunity_df.operating_golive_date,dwd_dsc_d365_opportunity_df.opportunity_category,dwd_dsc_d365_opportunity_df.opportunity_creator,dwd_dsc_d365_opportunity_df.opportunity_record,dwd_dsc_d365_opportunity_df.reference_number,dwd_dsc_d365_opportunity_df.opportunity_type,dwd_dsc_d365_opportunity_df.pm_name,dwd_dsc_d365_opportunity_df.product1,dwd_dsc_d365_opportunity_df.product2,dwd_dsc_d365_opportunity_df.product3,dwd_dsc_d365_opportunity_df.product4,dwd_dsc_d365_opportunity_df.cancel_reason,dwd_dsc_d365_opportunity_df.loss_reason,dwd_dsc_d365_opportunity_df.revenue_prior_year_total,dwd_dsc_d365_opportunity_df.salesperson1_pct,dwd_dsc_d365_opportunity_df.salesperson2_pct,dwd_dsc_d365_opportunity_df.salesperson3_pct,dwd_dsc_d365_opportunity_df.salesperson4_pct,dwd_dsc_d365_opportunity_df.salesperson5_pct,dwd_dsc_d365_opportunity_df.salesperson6_pct,dwd_dsc_d365_opportunity_df.salesperson1,dwd_dsc_d365_opportunity_df.salesperson2,dwd_dsc_d365_opportunity_df.salesperson3,dwd_dsc_d365_opportunity_df.salesperson4,dwd_dsc_d365_opportunity_df.salesperson5,dwd_dsc_d365_opportunity_df.salesperson6,dwd_dsc_d365_opportunity_df.sector,dwd_dsc_d365_opportunity_df.subsector,dwd_dsc_d365_opportunity_df.situation_update_next_steps,dwd_dsc_d365_opportunity_df.situation_updated_time,dwd_dsc_d365_opportunity_df.strategic_project,dwd_dsc_d365_opportunity_df.terminate_effective_date,dwd_dsc_d365_opportunity_df.territory,dwd_dsc_d365_opportunity_df.contract_value,dwd_dsc_d365_opportunity_df.currency,dwd_dsc_d365_opportunity_df.description,dwd_dsc_d365_opportunity_df.createdon,dwd_dsc_d365_opportunity_df.modifiedon,dwd_dsc_d365_opportunity_df.bca_approval_date,dwd_dsc_d365_opportunity_df.src_inc_day,dwd_dsc_d365_opportunity_df.contract_signing_approvedon,dwd_dsc_d365_opportunity_df.compliance,dwd_dsc_d365_opportunity_df.non_compliance_reason,dwd_dsc_d365_opportunity_df.fivem_customer
Z003429,Moet Hennessy WGQ RDC,fc7b220a-d705-4375-aa5d-ac5ed882b56e,Moet Hennessy,酩悦·轩尼诗-路易·威登,2020-01-15T00:00:00,1500.0,1500.0,12000.0,12000.0,,,,FALSE,,,36.0,36.0,2016-07-11T16:00:00Z,2016-08-17T16:00:00Z,,False,Closed-Lost,,2016-08-17T16:00:00Z,,Xiaoyu Xu,New Business,9VT5BT,New from New,,Warehousing,Transportation,,,,SFDHL not competitive - cost base,,100.0,0.0,0.0,,,,,,,,,,Consumer,FMCG,Proposal Stage,,,,China,,CNY,WGQ RDC & Distribution,2020-01-12T09:41:17.0000000+00:00,2021-09-23T13:17:49Z,,20211017.0,,Y,,Not 5M
Z002274,China RDC & Distribution,5f6d7463-bca1-4b00-a24a-0b98a99184aa,Mead Johnson Nutrition,美赞臣,2020-01-15T00:00:00,1600.0,1600.0,12000.0,12000.0,,,,FALSE,,,24.0,24.0,2016-08-11T16:00:00Z,2017-04-02T16:00:00Z,,False,Closed-Lost,,2017-04-02T16:00:00Z,,Xiaoyu Xu,New Business,246079,New from New,,Warehousing,Transportation,,,,SFDHL not competitive - cost base,,50.0,50.0,,,,,,,,,,,Consumer,FMCG,RFQ release at month end of May.,,,,China,,CNY,MJN would like to set up RDC network in China with ditribution services,2020-01-12T09:18:08.0000000+00:00,2021-09-23T12:58:16Z,,20211017.0,,Y,,Not 5M
Z008810,Renew_AEON EA and HH overflow DC,280d84c2-f7e0-4ba9-85b5-109c39e3b92c,Aeon,永旺,,2336.536,2920.67,16552.016,20690.02,N210976,Approved,HK,FALSE,2021-06-30T00:00:00Z,2021-07-01T00:00:00Z,,19.0,2021-06-30T16:00:00Z,2021-07-01T00:00:00Z,,False,Opportunity Gain,2021-07-01T00:00:00Z,,450000.0,Clara Tsui,Straightforward Renewals,,Renewal,,Warehousing,Other service,,,,,,100.0,,,,,,Clara Tsui (SF-DHL HK),,,,,,Consumer,FMCG,The target completion date of contract signing is mid-August due to:-,,,,,,,,,,,,,,,
-	Aeon still insist to ride on 2nd Addendum to change some key T and Cs of the main contract which will put us into an unfavorable situation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-	Aeon new MD is just on board and thus, put the T and C negotiation to low priority at the moment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-	We received severe negative comments and complaints from Aeon on our ineffective semi-year stock take mode and methodology due to WMOS cycle count function was not able to roll out on time as expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To gain back the trust and remedy our relationship with Aeon, DC Team is working very hard and rounding the clock manner for post stock take reconciliation and backlog clearance which targeted to entirely fix by end of Jul.",2021-07-06T23:15:56Z,,,Hongkong,35945.47,HKD,,2020-11-05T03:30:34.0000000+00:00,2021-08-22T04:40:04Z,2021-02-23T17:53:52Z,20211017,,Y,,5M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z003313,Hsu Fu Chi warehouse & distribution,901dcc14-7cde-44f1-9dfb-cf379ef15342,Hsu Fu Chi Food,徐福记,2020-01-15T00:00:00,200.0,200.0,2000.0,2000.0,,,,FALSE,,,24.0,24.0,2019-02-04T16:00:00Z,2019-04-09T16:00:00Z,,False,Closed-Canceled,,2019-04-09T16:00:00Z,,Xiaoyu Xu,New Business,283310,New from New,,Warehousing,Transportation,,,,,,100.0,,,,,,,,,,,,Consumer,FMCG,in proposal,,,,China,,CNY,Hsu Fu Chi warehouse & distribution,2020-01-12T09:38:56.0000000+00:00,2021-09-23T13:15:39Z,,20211017.0,,Y,,Not 5M
Z001556,Mars Shanghai DC expansion,3afd21c4-eb2f-4eb0-89c8-0239f68ac7e2,Mars Wrigley Confectionary,玛氏 箭牌糖果,2020-01-17T00:00:00,546.0,70.0,5748.599999999999,737.0,BCA-8PGAN3,Fully Approved,,FALSE,,,17.0,17.0,2012-03-19T16:00:00Z,2012-04-01T16:00:00Z,,False,Contract Signed,,2012-04-01T16:00:00Z,,Xiaoyu Xu,,8PGAN3,New from Existing,,,,,,,,,100.0,,,,,,,,,,,,Consumer,FMCG,Contract is signed,,,,China,,EUR,"Due to fast growth in China, Mars needs additional warehouse service in Shanghai",2020-01-12T08:18:14.0000000+00:00,2021-09-23T12:49:42Z,,20211017.0,,Y,,5M
Z004693,Shiseido HK Warehousing and Delivery,a792c4a4-b62d-4136-b543-57299f6266bc,Shiseido Cosmetics,资生堂,2020-01-16T00:00:00,801.8960000000001,1002.37,5346.0,6682.5,,,HK,FALSE,,,36.0,36.0,2017-03-29T16:00:00Z,2017-04-02T16:00:00Z,,False,Closed-Canceled,,2017-04-02T16:00:00Z,,Xiaoyu Xu,New Business,245903,New from New,,Warehousing,Transportation,,,,,,100.0,,,,,,,,,,,,Consumer,FMCG,"Customer has decided to remain in house for cost savings purpose. However, transport is still in the process of discussion.",,,,Hongkong,,HKD,To provide warehousing and local transportation solution for Shiseido Professional Business Division,2020-01-16T03:22:50.0000000+00:00,2021-09-23T13:37:11Z,,20211017.0,,Y,,Not 5M
Z003456,Shanghai & Beijing DC operation,49835943-123b-4b1e-bc3a-6e2048b27790,Royal Canin,皇家狗粮,2020-01-15T00:00:00,78.0,10.0,780.0,100.0,,,,FALSE,,,24.0,24.0,2012-05-29T16:00:00Z,2012-06-29T16:00:00Z,,False,Closed-Lost,,2012-06-29T16:00:00Z,,Xiaoyu Xu,,8LN7ZH,New from New,,,,,,,,,100.0,,,,,,,,,,,,Consumer,FMCG,Initial proposal sent,,,,China,,EUR,Royal Canin would like to outsource their DC operation in SHA & BJS,2020-01-12T09:41:50.0000000+00:00,2021-09-23T13:18:21Z,,20211017.0,,Y,,Not 5M
Z008767,Herbalife Macau Warehousing & Transport,cb84ab35-d875-4201-8d26-ef17172d6f08,Herbalife,康宝莱,2021-02-18T00:00:00,16.0,20.0,160.0,200.0,,,HK,FALSE,2024-04-21T16:00:00Z,2021-04-22T16:00:00Z,,36.0,2021-04-22T16:00:00Z,2021-04-22T16:00:00Z,,False,Closed-Lost,2021-04-22T16:00:00Z,,450000.0,AlvinSC Chan,New Business,,New from Existing,,Warehousing,Transportation,,,,SFDHL not competitive - cost base,,100.0,,,,,,IrisW Tang (SF-DHL HK),,,,,,Consumer,FMCG,,,,,Hongkong,400.0,HKD,,2020-10-28T07:49:20.0000000+00:00,2021-09-23T13:50:19Z,,20211017.0,,Y,,5M
Z005144,Shiseido HK(CPC Div) WH and TPT Project,a792c4a4-b62d-4136-b543-57299f6266bc,Shiseido Cosmetics,资生堂,2020-01-16T00:00:00,696.0,870.0,6960.0,8700.0,,,HK,FALSE,,,24.0,24.0,2017-03-27T16:00:00Z,2017-07-30T16:00:00Z,,False,Closed-Canceled,,2017-07-30T16:00:00Z,,Xiaoyu Xu,New Business,256993,New from New,,Warehousing,Transportation,,,,,,100.0,,,,,,,,,,,,Consumer,FMCG,"Customer has decided to remain in house. However, transport is still in the process of discussion.",,,,Hongkong,,HKD,Hong Kong Local Warehouse and Transport outsourcing opportunity for Shiseido (CPD Div),2020-01-16T03:30:52.0000000+00:00,2021-09-23T13:46:11Z,,20211017.0,,Y,,Not 5M
Z003769,POSM warehousing and domestic transportation,02ef47ce-4bf8-4c9b-87e1-a8bb144e4367,Beiersdorf,拜尔斯道夫,2020-01-15T00:00:00,3471.0,445.0,14188.199999999999,1819.0,,,,FALSE,,,24.0,24.0,2014-03-14T16:00:00Z,2014-03-31T16:00:00Z,,False,Closed-Canceled,,2014-03-31T16:00:00Z,,Xiaoyu Xu,,9GP3NP,New from New,,Transportation,Warehousing,,,,,,100.0,0.0,0.0,,,,,,,,,,Consumer,FMCG,Solution has been dilivered. further discussions with client is on-going,,,,China,,EUR,"Beiersdorf's POSM warehousing and domestic transportation, mainly through LTL.",2020-01-12T09:48:17.0000000+00:00,2021-09-23T13:24:04Z,,20211017.0,,Y,,Not 5M
Z001992,Mars Beijing warehouse contract renewal 2015,3afd21c4-eb2f-4eb0-89c8-0239f68ac7e2,Mars Wrigley Confectionary,玛氏 箭牌糖果,2014-12-23T00:00:00,5226.0,5226.0,41783.0,41783.0,BCA-9ZA2S5,Awaiting Approval,,FALSE,,2014-12-31T16:00:00Z,12.0,12.0,2014-12-22T16:00:00Z,2014-12-31T16:00:00Z,,False,Contract Signed,2015-12-31T16:00:00Z,2014-12-31T16:00:00Z,,Xiaoyu Xu,Change Renewals,9ZA2S5,Renewal,,Warehousing,,,,,,,100.0,0.0,0.0,,,,,,,,,,Consumer,FMCG,BCA is prepared and asked for approval.,,,,China,,CNY,Mars Beijing warehouse contract renewal 20150101-20151231,2020-01-12T08:29:57.0000000+00:00,2021-08-22T03:41:02Z,,20211017.0,,Y,,5M
Z009331,瑞幸大连、沈阳、哈尔滨仓配&区域调拨,36a8496a-030a-41fe-a867-3eadddf62be2,Luckin,瑞幸咖啡,2021-09-01T00:00:00,800.0,800.0,10000.0,10000.0,,,CR,FALSE,2022-09-29T16:00:00Z,2022-09-30T16:00:00Z,,12.0,2021-09-30T16:00:00Z,2021-09-30T16:00:00Z,,False,Closed-Lost,,,450000.0,Amy Yuan,New Business,,New from Existing,,Warehousing,Transportation,,,,SFDHL not competitive - cost base,,50.0,50.0,,,,,Rick Gong,Amy Yuan (SF-DHL CN),,,,,Consumer,FMCG,,,False,,China,10000.0,CNY,已准备好方案，下周二跟客户面谈,2021-03-08T02:57:35.0000000+00:00,2021-09-23T13:51:14Z,,20211017.0,,Y,,5M
Z009399,健民三地分仓仓配业务,05fdd45e-5b7d-eb11-a812-00224817304b,Guangzhou Jianmin,广药健民,,386.34,386.34,9124.18,9124.18,N211570,Approved,CR,FALSE,2023-08-30T16:00:00Z,2023-08-31T16:00:00Z,,24.0,2021-11-21T16:00:00Z,2021-08-31T16:00:00Z,,True,Opportunity Gain,2023-08-31T16:00:00Z,,450000.0,Hawkins He2,New Business,,New from New,9d683eaf-4031-ea11-a812-000d3a8543d6,Warehousing,Transportation,,,,,,50.0,50.0,,,,,Man Luo (SF-DHL CN),Hawkins He2 (SF-DHL CN),,,,,Consumer,FMCG,,,False,,China,18248.36,CNY,,2021-03-18T09:24:59.0000000+00:00,2021-09-23T08:00:44Z,2021-09-03T11:21:36Z,20211017.0,,Y,,Not 5M
Z007535,warehouse+transportation,5a5c1925-fd3d-44a9-8fb3-e84feb79af81,Geox,健乐士,2020-12-18T00:00:00,,,,,,,TSC,FALSE,2023-05-31T00:00:00Z,2023-06-01T00:00:00Z,24.0,24.0,2021-04-29T16:00:00Z,2021-06-01T00:00:00Z,,False,Closed-Canceled,2023-06-01T00:00:00Z,,,Grace Wu,New Business,,New from New,,Warehousing,Transportation,,,Opportunity withdrawn by customer,,,100.0,,,,,,Grace Wu (SF-DHL CN),,,,,,Consumer,FMCG,,,,,China,,CNY,,2020-06-10T06:34:52.0000000+00:00,2021-08-22T04:31:51Z,,20211017.0,,Y,,Not 5M
Z001434,Mars WH Co-packing Contract Renewal 2018-2020,3afd21c4-eb2f-4eb0-89c8-0239f68ac7e2,Mars Wrigley Confectionary,玛氏 箭牌糖果,2018-12-31T00:00:00,336.32,336.32,4148.5,4148.5,BCA-278290,Fully Approved,CR,FALSE,2020-06-29T16:00:00Z,2020-06-30T16:00:00Z,24.0,24.0,2018-12-30T16:00:00Z,2018-06-30T16:00:00Z,10300.0,False,Contract Signed,2020-06-30T16:00:00Z,2018-06-30T16:00:00Z,,Rick Gong,Straightforward Renewals,278290,Renewal,,,,,,,,441300.0,100.0,,,,,,Rick Gong,,,,,,Consumer,FMCG,"Customer released bidding documents, 1st round quotation and propoal will be submitted on May 24th 2018.",2018-05-14T16:00:00Z,,,China,,CNY,"This is Auto Renewed Opportunity, please provide valid Description",2020-01-12T08:14:04.0000000+00:00,2021-08-22T03:34:16Z,,20211017.0,,Y,,5M
Z003890,North China Transportation Renew 2013-2014,f4cbdabd-6a3b-4684-a603-8c665909bb42,UNILEVER,联合利华,2020-01-17T00:00:00,1684.8,216.0,23400.0,3000.0,,,,FALSE,,2013-10-31T16:00:00Z,14.0,14.0,2013-09-30T16:00:00Z,,,False,Contract Signed,2014-06-29T16:00:00Z,,,Xiaoyu Xu,,96V3QY,Renewal,,Transportation,,,,,,,100.0,0.0,0.0,,,,,,,,,,Consumer,FMCG,to be updated,,,,China,,EUR,North China Transportation Renew 2013-2014,2020-01-12T09:50:47.0000000+00:00,2021-09-23T13:26:36Z,,20211017.0,,Y,,5M
Z002381,PMI SHA DC,f0e83e00-b061-4678-91f8-e9056386105a,PMI Cartoning,PMI Cartoning,2020-01-15T00:00:00,2200.0,2200.0,20000.0,20000.0,,,,FALSE,,,24.0,24.0,2019-08-12T16:00:00Z,2019-09-02T16:00:00Z,,True,Closed-Lost,,2019-09-02T16:00:00Z,,Xiaoyu Xu,New Business,284500,New from Existing,,Warehousing,Transportation,,,,Benchmarking exercise,,100.0,,,,,,,,,,,,Consumer,FMCG,In Process,,,,China,,CNY,PMI SHA DC,2020-01-12T09:20:17.0000000+00:00,2021-09-23T13:00:22Z,,20211017.0,,Y,,Not 5M
Z003506,Sublease renewal July 1st to Aug 15th 2011,4025faa5-afc1-4a83-b5bc-7b0c253d327a,PROCTER & GAMBLE,宝洁,2020-01-17T00:00:00,0.0,0.0,616.1999999999999,79.0,,,,FALSE,,2011-06-30T16:00:00Z,2.0,2.0,2011-06-26T16:00:00Z,,,False,Contract Signed,2011-08-14T16:00:00Z,,,Xiaoyu Xu,,8JF66H,Renewal,,,,,,,,,,,,,,,,,,,,,Consumer,FMCG,BCA approved Sublease extend 1.5 month to wait for futher decision.,,,,China,,EUR,"P&G sublease extend to Aug 15th 2011, BCA approved",2020-01-12T09:42:49.0000000+00:00,2021-09-23T13:19:19Z,,20211017.0,,Y,,Not 5M
Z009724,Medavita Warehousing & Transportation,95319c26-ecc4-eb11-bacc-002248171f0d,Medavita,Medavita,2021-07-15T00:00:00,50.0,50.0,500.0,500.0,,,TSC,FALSE,2022-08-30T00:00:00Z,2022-08-31T00:00:00Z,,12.0,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,,False,Closed-Lost,2022-08-31T00:00:00Z,,450000.0,David Tian,New Business,,New from New,,Warehousing,Transportation,,,,SFDHL not competitive - cost base,,100.0,,,,,,David Tian (SF-DHL CN),,,,,,Consumer,FMCG,,,False,,China,500.0,CNY,,2021-06-07T05:37:27.0000000+00:00,2021-09-23T13:52:20Z,,20211017.0,,Y,,Not 5M
Z001401,PMI factory transportation,ced2e443-c9c0-41aa-9f6a-780a4ebea61d,Pacific Market International,太平洋市场国际,2019-01-01T00:00:00,17.7,17.7,120.0,120.0,BCA-287768,Fully Approved,CR,FALSE,2021-12-30T16:00:00Z,2021-12-31T16:00:00Z,36.0,36.0,2018-12-31T16:00:00Z,2018-12-31T16:00:00Z,,False,Contract Signed,,2018-12-31T16:00:00Z,,Rick Gong,New Business,287768,New from Existing,,Transportation,,,,,,,100.0,,,,,,Rick Gong,,,,,,Consumer,FMCG,PMI factory is seeking RFP for transportation and distribution,,,,China,360.0,CNY,PMI factory is seeking RFP for transportation and distribution,2020-01-12T08:08:05.0000000+00:00,2021-08-22T03:33:43Z,,20211017.0,,Y,,Not 5M
Z008931,Mordicus e-com storage and delivery service,c3af9efb-8f3a-eb11-a813-002248160fab,Mordicus Limited,無敵蛙有限公司,2021-07-21T00:00:00,,,,,,,HK,FALSE,,,,,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,,False,Closed-Canceled,,,,Mike Fung,New Business,,New from New,,Warehousing,Transportation,,,None,,,100.0,,,,,,Kit Lam (SF-DHL HK),,,,,,Consumer,FMCG,,,,,Hongkong,,HKD,,2020-12-10T03:35:25.0000000+00:00,2021-08-22T04:41:53Z,,20211017.0,,Y,,Not 5M
Z001548,Mars Jiaxing DC,3afd21c4-eb2f-4eb0-89c8-0239f68ac7e2,Mars Wrigley Confectionary,玛氏 箭牌糖果,2012-10-30T00:00:00,5116.8,656.0,27222.0,3490.0,BCA-8KR67G,Fully Approved,,FALSE,,,36.0,36.0,2012-10-29T16:00:00Z,2013-06-02T16:00:00Z,,False,Contract Signed,,2013-06-02T16:00:00Z,,Xiaoyu Xu,,8KR67G,New from Existing,,,,,,,,,100.0,,,,,,,,,,,,Consumer,FMCG,LOI is signed,,,,China,,EUR,Mars need additional DC requirement in Shanghai or Jiaxingfor their growing business,2020-01-12T08:18:01.0000000+00:00,2021-08-22T03:35:49Z,,20211017.0,,Y,,5M
Z004862,relocation of warehouse,3afd21c4-eb2f-4eb0-89c8-0239f68ac7e2,Mars Wrigley Confectionary,玛氏 箭牌糖果,2020-01-16T00:00:00,2064.0,2580.0,17200.0,21500.0,,,HK,FALSE,,,36.0,36.0,2013-09-29T16:00:00Z,2013-11-29T16:00:00Z,,False,Closed-Lost,,2013-11-29T16:00:00Z,,Xiaoyu Xu,,92876V,New from New,,Warehousing,,,,,SFDHL not competitive - cost base,,100.0,0.0,0.0,,,,,,,,,,Consumer,FMCG,site visit of Interlink will be arranged in Apr. target to go live in Q4 2013,,,,Hongkong,,HKD,client expresses their interest to relocate their current operation to a more decent warehouse (GMP standard),2020-01-16T03:25:50.0000000+00:00,2021-09-23T13:40:26Z,,20211017.0,,Y,,5M
Z001643,Greater Shanghai Transportation,f4cbdabd-6a3b-4684-a603-8c665909bb42,UNILEVER,联合利华,2020-01-17T00:00:00,397.8,51.0,4009.2,514.0,BCA-8Y35KW,Fully Approved,,FALSE,,,9.0,9.0,2013-03-12T16:00:00Z,2013-03-31T16:00:00Z,,False,Contract Signed,,2013-03-31T16:00:00Z,,Xiaoyu Xu,,8Y34RA,New from New,,Transportation,,,,,,,100.0,0.0,0.0,,,,,,,,,,Consumer,FMCG,"Business awarded together with Taicang DC. Starting Jan 1st, 2013.",,,,China,,EUR,Transportation from Unilever Taicang DC to South Shanghai,2020-01-12T08:21:02.0000000+00:00,2021-09-23T12:51:18Z,,20211017.0,,Y,,5M
Z010070,仓配一体服务,974c3696-ef3d-eb11-a813-002248160fab,Amorepacific,愛茉莉太平洋,,,,,,,,CR,FALSE,,,,,2021-12-31T00:00:00Z,2022-02-28T00:00:00Z,,False,Potential Opportunity,,,450000.0,Kevin Xu,New Business,,New from New,,Warehousing,Transportation,,,,,,100.0,,,,,,Kevin Xu (SF-DHL CN),,,,,,Consumer,FMCG,,,False,,China,,CNY,,2021-08-26T02:13:23.0000000+00:00,2021-08-26T02:15:16Z,,20211017.0,,Y,,Not 5M
Z003891,Hefei to Xi'an DRP TPS extend to 31/07/2013,f4cbdabd-6a3b-4684-a603-8c665909bb42,UNILEVER,联合利华,2020-01-17T00:00:00,936.0,120.0,9360.0,1200.0,,,,FALSE,,2013-04-30T16:00:00Z,3.0,3.0,2013-08-31T16:00:00Z,,,False,Contract Signed,2013-07-31T16:00:00Z,,,Xiaoyu Xu,,96UBKD,Renewal,,Transportation,,,,,,,100.0,0.0,0.0,,,,,,,,,,Consumer,FMCG,rate increase in negotiation,,,,China,,EUR,Hefei to Xi'an DRP transportation,2020-01-12T09:50:48.0000000+00:00,2021-09-23T13:26:37Z,,20211017.0,,Y,,5M
Z001683,Unilever POSM and Pond's contract renew,f4cbdabd-6a3b-4684-a603-8c665909bb42,UNILEVER,联合利华,2020-01-17T00:00:00,10171.199999999999,1304.0,78007.8,10001.0,BCA-93U38Q,Fully Approved,,FALSE,,2012-12-31T16:00:00Z,36.0,36.0,2012-11-29T16:00:00Z,,,False,Contract Signed,2015-12-31T16:00:00Z,,,Xiaoyu Xu,,93U38Q,Renewal,,Transportation,,,,,,,100.0,0.0,0.0,,,,,,,,,,Consumer,FMCG,3 year renewal from Jan1st 2013 to Dec 31st 2015. Customer has confirmed all terms.,,,,China,,EUR,Unilever POSM and Pond's contract renew,2020-01-12T08:21:56.0000000+00:00,2021-09-23T12:51:58Z,,20211017.0,,Y,,5M
Z003892,Hefei to Hunan & Hubei delivery 2013-2014,f4cbdabd-6a3b-4684-a603-8c665909bb42,UNILEVER,联合利华,2013-10-01T00:00:00,3744.0,480.0,14040.0,1800.0,,,,FALSE,,2013-10-31T16:00:00Z,14.0,14.0,2013-09-30T16:00:00Z,,,False,Contract Signed,2014-06-29T16:00:00Z,,,Xiaoyu Xu,,96UARY,Renewal,,Transportation,,,,,,,100.0,0.0,0.0,,,,,,,,,,Consumer,FMCG,to be updated,,,,China,,EUR,Hefei to Hunan & Hubei customer delivery,2020-01-12T09:50:49.0000000+00:00,2021-08-22T04:05:47Z,,20211017.0,,Y,,5M
Z004906,Domestic Warehouse And Distribution,77ce3141-6fbe-4647-bdff-9c78713482ff,Philip Morris International,菲利普·莫里斯,2020-01-16T00:00:00,0.0,0.0,0.0,0.0,,,HK,FALSE,,,0.0,0.0,2013-04-30T16:00:00Z,,,False,Closed-Canceled,,,,Xiaoyu Xu,,8UEAA2,New from New,,,,,,,,,100.0,0.0,0.0,,,,,,,,,,Consumer,FMCG,the existing contract will end in Oct2013. RFQ is expected to be issued in Q1 2013.,,,,Hongkong,,HKD,Domestic warehouse and distribution services,2020-01-16T03:26:36.0000000+00:00,2021-09-23T13:41:34Z,,20211017.0,,Y,,Not 5M
Z001409,Mars raw material goods 2019-2022,cdac273c-8f99-49a7-baf3-4cc219ff3f48,Mars Petcare,,2019-12-01T00:00:00,3600.0,3600.0,38064.0,38064.0,BCA-288023,Fully Approved,CR,FALSE,2022-02-28T00:00:00Z,2022-03-01T00:00:00Z,36.0,36.0,2019-01-06T16:00:00Z,2019-03-01T00:00:00Z,,True,Contract Signed,2022-03-01T00:00:00Z,2019-02-24T16:00:00Z,,Rick Gong,New Business,288023,New from Existing,e667e5c7-3f31-ea11-a812-000d3a8543d6,Warehousing,Transportation,,,,,,100.0,,,,,,Susy Shu (SF-DHL CN),,,,,,Consumer,FMCG,BCA is prepareing.,2019-01-01T16:00:00Z,,,China,114192.0,CNY,Mars Raw Material and Package Project 2019-2021,2020-01-12T08:08:17.0000000+00:00,2021-08-22T03:33:51Z,,20211017.0,2020-02-19T05:57:00Z,N,2,Not 5M
Z001949,Mars GZ warehosue contract renewal 2015,3afd21c4-eb2f-4eb0-89c8-0239f68ac7e2,Mars Wrigley Confectionary,玛氏 箭牌糖果,2014-12-12T00:00:00,-2199.0,-2199.0,5684.0,5684.0,BCA-9ZA2SA,Fully Approved,,FALSE,,2014-12-31T16:00:00Z,7.0,7.0,2014-12-11T16:00:00Z,2014-12-31T16:00:00Z,144247.0,False,Contract Signed,,2014-12-31T16:00:00Z,,Xiaoyu Xu,Change Renewals,9ZA2SA,Renewal,,Warehousing,,,,,,1416940.0,100.0,0.0,0.0,,,,,,,,,,Consumer,FMCG,BCA has been approved.,,,,China,,CNY,Mars Guangzhou warehouse contract renewal 20150101-20150720,2020-01-12T08:28:52.0000000+00:00,2021-08-22T03:40:26Z,,20211017.0,,Y,,5M
Z001379,Luckin coffee TianJing WH&TD,36a8496a-030a-41fe-a867-3eadddf62be2,Luckin,瑞幸咖啡,2018-12-31T00:00:00,873.65,873.65,3000.0,3000.0,BCA-286029,Fully Approved,,FALSE,2019-10-31T16:00:00Z,,12.0,12.0,2018-12-30T16:00:00Z,2018-10-05T16:00:00Z,,True,Contract Signed,,2018-09-30T16:00:00Z,,Rick Gong,New Business,286029,New from New,,Warehousing,Transportation,,,,,,100.0,,,,,,Rick Gong,,,,,,Consumer,FMCG,Luckin coffee TianJing warehouse& transportation,,,,China,,CNY,Luckin coffee TianJing warehouse& transportation,2020-01-12T08:07:25.0000000+00:00,2021-08-22T03:33:22Z,,20211017.0,,Y,,5M
